season,homeTeam,awayTeam,winnerName,loserName,matchScore,goalsHome,goalsAway,matchDuration
2020,Fulham FC,Arsenal FC,Arsenal FC,Fulham FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Crystal Palace FC,Southampton FC,Crystal Palace FC,Southampton FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Liverpool FC,Leeds United FC,Liverpool FC,Leeds United FC,HOME_TEAM,4.0,3.0,REGULAR
2020,West Ham United FC,Newcastle United FC,Newcastle United FC,West Ham United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,West Bromwich Albion FC,Leicester City FC,Leicester City FC,West Bromwich Albion FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Tottenham Hotspur FC,Everton FC,Everton FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Sheffield United FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Sheffield United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Brighton & Hove Albion FC,Chelsea FC,Chelsea FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Everton FC,West Bromwich Albion FC,Everton FC,West Bromwich Albion FC,HOME_TEAM,5.0,2.0,REGULAR
2020,Leeds United FC,Fulham FC,Leeds United FC,Fulham FC,HOME_TEAM,4.0,3.0,REGULAR
2020,Manchester United FC,Crystal Palace FC,Crystal Palace FC,Manchester United FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Arsenal FC,West Ham United FC,Arsenal FC,West Ham United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Southampton FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Southampton FC,AWAY_TEAM,2.0,5.0,REGULAR
2020,Newcastle United FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Newcastle United FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Chelsea FC,Liverpool FC,Liverpool FC,Chelsea FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Leicester City FC,Burnley FC,Leicester City FC,Burnley FC,HOME_TEAM,4.0,2.0,REGULAR
2020,Aston Villa FC,Sheffield United FC,Aston Villa FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Manchester City FC,Manchester City FC,Wolverhampton Wanderers FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Brighton & Hove Albion FC,Manchester United FC,Manchester United FC,Brighton & Hove Albion FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,Crystal Palace FC,Everton FC,Everton FC,Crystal Palace FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,West Bromwich Albion FC,Chelsea FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,Burnley FC,Southampton FC,Southampton FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Sheffield United FC,Leeds United FC,Leeds United FC,Sheffield United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Tottenham Hotspur FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Manchester City FC,Leicester City FC,Leicester City FC,Manchester City FC,AWAY_TEAM,2.0,5.0,REGULAR
2020,West Ham United FC,Wolverhampton Wanderers FC,West Ham United FC,Wolverhampton Wanderers FC,HOME_TEAM,4.0,0.0,REGULAR
2020,Fulham FC,Aston Villa FC,Aston Villa FC,Fulham FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Liverpool FC,Arsenal FC,Liverpool FC,Arsenal FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Chelsea FC,Crystal Palace FC,Chelsea FC,Crystal Palace FC,HOME_TEAM,4.0,0.0,REGULAR
2020,Everton FC,Brighton & Hove Albion FC,Everton FC,Brighton & Hove Albion FC,HOME_TEAM,4.0,2.0,REGULAR
2020,Leeds United FC,Manchester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Newcastle United FC,Burnley FC,Newcastle United FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Leicester City FC,West Ham United FC,West Ham United FC,Leicester City FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Southampton FC,West Bromwich Albion FC,Southampton FC,West Bromwich Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Fulham FC,Wolverhampton Wanderers FC,Fulham FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Arsenal FC,Sheffield United FC,Arsenal FC,Sheffield United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester United FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Manchester United FC,AWAY_TEAM,1.0,6.0,REGULAR
2020,Aston Villa FC,Liverpool FC,Aston Villa FC,Liverpool FC,HOME_TEAM,7.0,2.0,REGULAR
2020,Everton FC,Liverpool FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Chelsea FC,Southampton FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,Manchester City FC,Arsenal FC,Manchester City FC,Arsenal FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Newcastle United FC,Manchester United FC,Manchester United FC,Newcastle United FC,AWAY_TEAM,1.0,4.0,REGULAR
2020,Sheffield United FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Tottenham Hotspur FC,West Ham United FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,Leicester City FC,Aston Villa FC,Aston Villa FC,Leicester City FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,West Bromwich Albion FC,Burnley FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Leeds United FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Leeds United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Aston Villa FC,Leeds United FC,Leeds United FC,Aston Villa FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,West Ham United FC,Manchester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Fulham FC,Crystal Palace FC,Crystal Palace FC,Fulham FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Manchester United FC,Chelsea FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Liverpool FC,Sheffield United FC,Liverpool FC,Sheffield United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Southampton FC,Everton FC,Southampton FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Arsenal FC,Leicester City FC,Leicester City FC,Arsenal FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Brighton & Hove Albion FC,West Bromwich Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Burnley FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,Crystal Palace FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Sheffield United FC,Manchester City FC,Manchester City FC,Sheffield United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Burnley FC,Chelsea FC,Chelsea FC,Burnley FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Liverpool FC,West Ham United FC,Liverpool FC,West Ham United FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Aston Villa FC,Southampton FC,Southampton FC,Aston Villa FC,AWAY_TEAM,3.0,4.0,REGULAR
2020,Newcastle United FC,Everton FC,Newcastle United FC,Everton FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester United FC,Arsenal FC,Arsenal FC,Manchester United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Tottenham Hotspur FC,Brighton & Hove Albion FC,Tottenham Hotspur FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Fulham FC,West Bromwich Albion FC,Fulham FC,West Bromwich Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Leeds United FC,Leicester City FC,Leicester City FC,Leeds United FC,AWAY_TEAM,1.0,4.0,REGULAR
2020,Brighton & Hove Albion FC,Burnley FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Southampton FC,Newcastle United FC,Southampton FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Everton FC,Manchester United FC,Manchester United FC,Everton FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Crystal Palace FC,Leeds United FC,Crystal Palace FC,Leeds United FC,HOME_TEAM,4.0,1.0,REGULAR
2020,Chelsea FC,Sheffield United FC,Chelsea FC,Sheffield United FC,HOME_TEAM,4.0,1.0,REGULAR
2020,West Ham United FC,Fulham FC,West Ham United FC,Fulham FC,HOME_TEAM,1.0,0.0,REGULAR
2020,West Bromwich Albion FC,Tottenham Hotspur FC,Tottenham Hotspur FC,West Bromwich Albion FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Leicester City FC,Wolverhampton Wanderers FC,Leicester City FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Manchester City FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Arsenal FC,Aston Villa FC,Aston Villa FC,Arsenal FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Newcastle United FC,Chelsea FC,Chelsea FC,Newcastle United FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Aston Villa FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Aston Villa FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Manchester City FC,Tottenham Hotspur FC,Manchester City FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Manchester United FC,West Bromwich Albion FC,Manchester United FC,West Bromwich Albion FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Fulham FC,Everton FC,Everton FC,Fulham FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,Sheffield United FC,West Ham United FC,West Ham United FC,Sheffield United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Leeds United FC,Arsenal FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Liverpool FC,Leicester City FC,Liverpool FC,Leicester City FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Burnley FC,Crystal Palace FC,Burnley FC,Crystal Palace FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Southampton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Newcastle United FC,Newcastle United FC,Crystal Palace FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Brighton & Hove Albion FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Manchester City FC,Burnley FC,Manchester City FC,Burnley FC,HOME_TEAM,5.0,0.0,REGULAR
2020,Everton FC,Leeds United FC,Leeds United FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,West Bromwich Albion FC,Sheffield United FC,West Bromwich Albion FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Southampton FC,Manchester United FC,Manchester United FC,Southampton FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,Chelsea FC,Tottenham Hotspur FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Arsenal FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Arsenal FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leicester City FC,Fulham FC,Fulham FC,Leicester City FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,West Ham United FC,Aston Villa FC,West Ham United FC,Aston Villa FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Burnley FC,Everton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Manchester City FC,Fulham FC,Manchester City FC,Fulham FC,HOME_TEAM,2.0,0.0,REGULAR
2020,West Ham United FC,Manchester United FC,Manchester United FC,West Ham United FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Chelsea FC,Leeds United FC,Chelsea FC,Leeds United FC,HOME_TEAM,3.0,1.0,REGULAR
2020,West Bromwich Albion FC,Crystal Palace FC,Crystal Palace FC,West Bromwich Albion FC,AWAY_TEAM,1.0,5.0,REGULAR
2020,Sheffield United FC,Leicester City FC,Leicester City FC,Sheffield United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Arsenal FC,Tottenham Hotspur FC,Arsenal FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Liverpool FC,Wolverhampton Wanderers FC,Liverpool FC,Wolverhampton Wanderers FC,HOME_TEAM,4.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Southampton FC,Southampton FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leeds United FC,West Ham United FC,West Ham United FC,Leeds United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Wolverhampton Wanderers FC,Aston Villa FC,Aston Villa FC,Wolverhampton Wanderers FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Newcastle United FC,West Bromwich Albion FC,Newcastle United FC,West Bromwich Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester United FC,Manchester City FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Everton FC,Chelsea FC,Everton FC,Chelsea FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Southampton FC,Sheffield United FC,Southampton FC,Sheffield United FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Crystal Palace FC,Tottenham Hotspur FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Fulham FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Leicester City FC,Brighton & Hove Albion FC,Leicester City FC,Brighton & Hove Albion FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Arsenal FC,Burnley FC,Burnley FC,Arsenal FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Wolverhampton Wanderers FC,Chelsea FC,Wolverhampton Wanderers FC,Chelsea FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester City FC,West Bromwich Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Arsenal FC,Southampton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Leicester City FC,Everton FC,Everton FC,Leicester City FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Leeds United FC,Newcastle United FC,Leeds United FC,Newcastle United FC,HOME_TEAM,5.0,2.0,REGULAR
2020,Fulham FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,West Ham United FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Liverpool FC,Tottenham Hotspur FC,Liverpool FC,Tottenham Hotspur FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Aston Villa FC,Burnley FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Sheffield United FC,Manchester United FC,Manchester United FC,Sheffield United FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,Crystal Palace FC,Liverpool FC,Liverpool FC,Crystal Palace FC,AWAY_TEAM,0.0,7.0,REGULAR
2020,Southampton FC,Manchester City FC,Manchester City FC,Southampton FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Everton FC,Arsenal FC,Everton FC,Arsenal FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Newcastle United FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Brighton & Hove Albion FC,Sheffield United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Tottenham Hotspur FC,Leicester City FC,Leicester City FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Manchester United FC,Leeds United FC,Manchester United FC,Leeds United FC,HOME_TEAM,6.0,2.0,REGULAR
2020,West Bromwich Albion FC,Aston Villa FC,Aston Villa FC,West Bromwich Albion FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Burnley FC,Wolverhampton Wanderers FC,Burnley FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Chelsea FC,West Ham United FC,Chelsea FC,West Ham United FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Leicester City FC,Manchester United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Fulham FC,Southampton FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Aston Villa FC,Crystal Palace FC,Aston Villa FC,Crystal Palace FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Arsenal FC,Chelsea FC,Arsenal FC,Chelsea FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Manchester City FC,Newcastle United FC,Manchester City FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Sheffield United FC,Everton FC,Everton FC,Sheffield United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Leeds United FC,Burnley FC,Leeds United FC,Burnley FC,HOME_TEAM,1.0,0.0,REGULAR
2020,West Ham United FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Liverpool FC,West Bromwich Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Wolverhampton Wanderers FC,Tottenham Hotspur FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Crystal Palace FC,Leicester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Chelsea FC,Aston Villa FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,West Bromwich Albion FC,Leeds United FC,Leeds United FC,West Bromwich Albion FC,AWAY_TEAM,0.0,5.0,REGULAR
2020,Burnley FC,Sheffield United FC,Burnley FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Southampton FC,West Ham United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Arsenal FC,Arsenal FC,Brighton & Hove Albion FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester United FC,Wolverhampton Wanderers FC,Manchester United FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Newcastle United FC,Liverpool FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Everton FC,West Ham United FC,West Ham United FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester United FC,Aston Villa FC,Manchester United FC,Aston Villa FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Tottenham Hotspur FC,Leeds United FC,Tottenham Hotspur FC,Leeds United FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Crystal Palace FC,Sheffield United FC,Crystal Palace FC,Sheffield United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,West Bromwich Albion FC,Arsenal FC,Arsenal FC,West Bromwich Albion FC,AWAY_TEAM,0.0,4.0,REGULAR
2020,Newcastle United FC,Leicester City FC,Leicester City FC,Newcastle United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Chelsea FC,Manchester City FC,Manchester City FC,Chelsea FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Southampton FC,Liverpool FC,Southampton FC,Liverpool FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Sheffield United FC,Newcastle United FC,Sheffield United FC,Newcastle United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Everton FC,Everton FC,Wolverhampton Wanderers FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Burnley FC,Manchester United FC,Manchester United FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Manchester City FC,Brighton & Hove Albion FC,Manchester City FC,Brighton & Hove Albion FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Tottenham Hotspur FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Arsenal FC,Crystal Palace FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,West Bromwich Albion FC,West Bromwich Albion FC,Wolverhampton Wanderers FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,West Ham United FC,Burnley FC,West Ham United FC,Burnley FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Leeds United FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Leeds United FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Fulham FC,Chelsea FC,Chelsea FC,Fulham FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Leicester City FC,Southampton FC,Leicester City FC,Southampton FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Sheffield United FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Sheffield United FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Liverpool FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Manchester City FC,Crystal Palace FC,Manchester City FC,Crystal Palace FC,HOME_TEAM,4.0,0.0,REGULAR
2020,Arsenal FC,Newcastle United FC,Arsenal FC,Newcastle United FC,HOME_TEAM,3.0,0.0,REGULAR
2020,West Ham United FC,West Bromwich Albion FC,West Ham United FC,West Bromwich Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Leicester City FC,Chelsea FC,Leicester City FC,Chelsea FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Manchester City FC,Aston Villa FC,Manchester City FC,Aston Villa FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Fulham FC,Manchester United FC,Manchester United FC,Fulham FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Liverpool FC,Burnley FC,Burnley FC,Liverpool FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Aston Villa FC,Newcastle United FC,Aston Villa FC,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Newcastle United FC,Leeds United FC,Leeds United FC,Newcastle United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Crystal Palace FC,West Ham United FC,West Ham United FC,Crystal Palace FC,AWAY_TEAM,2.0,3.0,REGULAR
2020,West Bromwich Albion FC,Manchester City FC,Manchester City FC,West Bromwich Albion FC,AWAY_TEAM,0.0,5.0,REGULAR
2020,Southampton FC,Arsenal FC,Arsenal FC,Southampton FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Burnley FC,Aston Villa FC,Burnley FC,Aston Villa FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Chelsea FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Fulham FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Everton FC,Leicester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Manchester United FC,Sheffield United FC,Sheffield United FC,Manchester United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Tottenham Hotspur FC,Liverpool FC,Liverpool FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Everton FC,Newcastle United FC,Newcastle United FC,Everton FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Manchester City FC,Sheffield United FC,Manchester City FC,Sheffield United FC,HOME_TEAM,1.0,0.0,REGULAR
2020,West Bromwich Albion FC,Fulham FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2020,Crystal Palace FC,Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Arsenal FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Southampton FC,Aston Villa FC,Aston Villa FC,Southampton FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Chelsea FC,Burnley FC,Chelsea FC,Burnley FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Leicester City FC,Leeds United FC,Leeds United FC,Leicester City FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,West Ham United FC,Liverpool FC,Liverpool FC,West Ham United FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Brighton & Hove Albion FC,Tottenham Hotspur FC,Brighton & Hove Albion FC,Tottenham Hotspur FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Arsenal FC,Wolverhampton Wanderers FC,Arsenal FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Sheffield United FC,West Bromwich Albion FC,Sheffield United FC,West Bromwich Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2020,Manchester United FC,Southampton FC,Manchester United FC,Southampton FC,HOME_TEAM,9.0,0.0,REGULAR
2020,Newcastle United FC,Crystal Palace FC,Crystal Palace FC,Newcastle United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Fulham FC,Leicester City FC,Leicester City FC,Fulham FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Burnley FC,Manchester City FC,Manchester City FC,Burnley FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,Leeds United FC,Everton FC,Everton FC,Leeds United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Aston Villa FC,West Ham United FC,West Ham United FC,Aston Villa FC,AWAY_TEAM,1.0,3.0,REGULAR
2020,Liverpool FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Liverpool FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Tottenham Hotspur FC,Chelsea FC,Chelsea FC,Tottenham Hotspur FC,AWAY_TEAM,0.0,1.0,REGULAR
2020,Aston Villa FC,Arsenal FC,Aston Villa FC,Arsenal FC,HOME_TEAM,1.0,0.0,REGULAR
2020,Newcastle United FC,Southampton FC,Newcastle United FC,Southampton FC,HOME_TEAM,3.0,2.0,REGULAR
2020,Burnley FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Fulham FC,West Ham United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Manchester United FC,Everton FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2020,Tottenham Hotspur FC,West Bromwich Albion FC,Tottenham Hotspur FC,West Bromwich Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Wolverhampton Wanderers FC,Leicester City FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Liverpool FC,Manchester City FC,Manchester City FC,Liverpool FC,AWAY_TEAM,1.0,4.0,REGULAR
2020,Sheffield United FC,Chelsea FC,Chelsea FC,Sheffield United FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,Leeds United FC,Crystal Palace FC,Leeds United FC,Crystal Palace FC,HOME_TEAM,2.0,0.0,REGULAR
2020,Leicester City FC,Liverpool FC,Leicester City FC,Liverpool FC,HOME_TEAM,3.0,1.0,REGULAR
2020,Crystal Palace FC,Burnley FC,Burnley FC,Crystal Palace FC,AWAY_TEAM,0.0,3.0,REGULAR
2020,Manchester City FC,Tottenham Hotspur FC,Manchester City FC,Tottenham Hotspur FC,HOME_TEAM,3.0,0.0,REGULAR
2020,Brighton & Hove Albion FC,Aston Villa FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2020,Southampton FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Southampton FC,AWAY_TEAM,1.0,2.0,REGULAR
2020,West Bromwich Albion FC,Manchester United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2020,Arsenal FC,Leeds United FC,Arsenal FC,Leeds United FC,HOME_TEAM,4.0,2.0,REGULAR
2020,Everton FC,Fulham FC,Fulham FC,Everton FC,AWAY_TEAM,0.0,2.0,REGULAR
2020,West Ham United FC,Sheffield United FC,West Ham United FC,Sheffield United FC,HOME_TEAM,3.0,0.0,REGULAR
